"","ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","y"
"13023",6264,36,"admin.","married","secondary","no",68,"yes","yes","unknown",27,"may",1,-1,0,"unknown","no"
"13024",29413,49,"management","divorced","tertiary","no",4961,"yes","no","cellular",3,"feb",2,231,1,"failure","no"
"13025",41757,56,"blue-collar","married","primary","no",1137,"no","no","telephone",12,"oct",3,102,1,"success","no"
"13026",4274,39,"blue-collar","single","secondary","no",362,"yes","no","unknown",19,"may",1,-1,0,"unknown","no"
"13027",38234,40,"blue-collar","divorced","secondary","no",178,"yes","no","cellular",15,"may",1,-1,0,"unknown","no"
"13028",33302,43,"blue-collar","married","secondary","no",1927,"yes","no","cellular",20,"apr",1,152,1,"failure","no"
"13029",34322,53,"technician","married","secondary","no",112,"no","no","telephone",4,"may",4,-1,0,"unknown","no"
"13030",5700,33,"services","single","secondary","no",-27,"yes","no","unknown",26,"may",1,-1,0,"unknown","no"
"13031",26764,45,"unemployed","married","tertiary","no",3559,"yes","yes","cellular",20,"nov",1,-1,0,"unknown","no"
"13032",29310,40,"entrepreneur","divorced","secondary","no",1247,"yes","no","cellular",2,"feb",2,-1,0,"unknown","no"
"13033",8518,51,"self-employed","divorced","secondary","no",1291,"yes","no","unknown",3,"jun",2,-1,0,"unknown","no"
"13034",10880,40,"admin.","married","secondary","no",35,"no","no","unknown",17,"jun",1,-1,0,"unknown","no"
"13035",14201,31,"services","single","primary","yes",-357,"yes","yes","cellular",11,"jul",2,-1,0,"unknown","no"
"13036",3110,50,"entrepreneur","married","tertiary","no",-52,"yes","no","unknown",14,"may",4,-1,0,"unknown","no"
"13037",5778,53,"technician","married","secondary","no",-287,"yes","yes","unknown",26,"may",1,-1,0,"unknown","no"
"13038",31312,25,"management","married","tertiary","no",4461,"no","no","cellular",11,"mar",5,-1,0,"unknown","yes"
"13039",742,53,"management","married","tertiary","no",115,"yes","no","unknown",6,"may",3,-1,0,"unknown","no"
"13040",2511,47,"blue-collar","married","primary","no",521,"yes","no","unknown",13,"may",1,-1,0,"unknown","no"
"13041",16962,38,"technician","single","secondary","no",294,"no","yes","cellular",25,"jul",2,-1,0,"unknown","no"
"13042",4117,27,"technician","married","secondary","no",374,"yes","no","unknown",19,"may",2,-1,0,"unknown","no"
"13043",32617,30,"services","married","secondary","no",-43,"yes","yes","cellular",17,"apr",1,325,2,"other","no"
"13044",1899,23,"services","single","secondary","no",105,"yes","yes","unknown",9,"may",2,-1,0,"unknown","no"
"13045",42158,31,"management","single","tertiary","no",220,"yes","no","cellular",4,"nov",2,184,2,"failure","no"
"13046",5263,31,"blue-collar","married","secondary","no",873,"yes","no","unknown",23,"may",4,-1,0,"unknown","no"
"13047",39126,27,"technician","single","secondary","no",2293,"yes","no","cellular",18,"may",3,364,1,"other","no"
"13048",34957,22,"student","single","secondary","no",310,"yes","no","cellular",6,"may",2,355,1,"other","no"
"13049",37216,35,"blue-collar","divorced","primary","no",289,"yes","no","cellular",13,"may",1,-1,0,"unknown","no"
"13050",41802,35,"self-employed","married","tertiary","no",1178,"yes","yes","cellular",14,"oct",3,182,2,"other","no"
"13051",12660,43,"blue-collar","married","secondary","no",105,"no","yes","cellular",4,"jul",2,-1,0,"unknown","no"
"13052",7211,34,"technician","married","tertiary","no",285,"yes","yes","unknown",29,"may",4,-1,0,"unknown","no"
"13053",35252,41,"services","single","primary","no",5907,"yes","no","cellular",7,"may",1,167,5,"failure","no"
"13054",29617,44,"admin.","married","secondary","no",497,"yes","no","cellular",3,"feb",3,270,2,"other","no"
"13055",25398,27,"blue-collar","single","secondary","no",3845,"yes","no","cellular",18,"nov",3,-1,0,"unknown","no"
"13056",33291,44,"blue-collar","married","secondary","yes",105,"yes","no","cellular",20,"apr",1,-1,0,"unknown","yes"
"13057",23468,34,"management","married","tertiary","no",630,"no","no","cellular",28,"aug",8,-1,0,"unknown","no"
"13058",18069,50,"entrepreneur","married","tertiary","no",230,"no","no","telephone",30,"jul",4,-1,0,"unknown","yes"
"13059",32990,36,"admin.","married","tertiary","no",157,"yes","no","cellular",17,"apr",2,-1,0,"unknown","no"
"13060",20904,30,"management","single","tertiary","no",717,"yes","no","cellular",13,"aug",3,-1,0,"unknown","no"
"13061",7915,45,"technician","single","secondary","no",410,"yes","no","unknown",30,"may",4,-1,0,"unknown","yes"
"13062",34692,28,"services","divorced","secondary","no",6,"yes","yes","cellular",5,"may",2,278,23,"other","no"
"13063",2216,48,"blue-collar","married","secondary","no",684,"yes","yes","unknown",12,"may",1,-1,0,"unknown","no"
"13064",33978,30,"admin.","single","secondary","no",1327,"no","no","cellular",30,"apr",1,31,4,"failure","no"
"13065",9059,51,"unknown","single","unknown","no",0,"no","no","unknown",5,"jun",1,-1,0,"unknown","no"
"13066",24783,35,"technician","married","secondary","no",4508,"yes","no","cellular",18,"nov",1,-1,0,"unknown","yes"
"13067",16555,38,"admin.","married","secondary","no",3091,"yes","no","cellular",24,"jul",2,-1,0,"unknown","no"
"13068",1404,42,"management","married","tertiary","no",6,"yes","no","unknown",8,"may",4,-1,0,"unknown","no"
"13069",16186,42,"blue-collar","married","secondary","no",41,"yes","no","cellular",22,"jul",3,-1,0,"unknown","no"
"13070",37245,37,"blue-collar","married","secondary","no",387,"yes","yes","cellular",13,"may",1,-1,0,"unknown","no"
"13071",8611,40,"management","single","tertiary","no",1845,"yes","no","unknown",3,"jun",3,-1,0,"unknown","no"
"13072",18866,52,"blue-collar","married","secondary","no",-397,"no","yes","cellular",4,"aug",1,-1,0,"unknown","no"
"13073",33845,42,"blue-collar","married","primary","no",784,"no","no","cellular",28,"apr",3,-1,0,"unknown","no"
"13074",16807,27,"technician","single","secondary","no",471,"yes","yes","cellular",24,"jul",2,-1,0,"unknown","no"
"13075",36927,38,"technician","divorced","secondary","no",5733,"yes","no","cellular",12,"may",8,278,4,"failure","no"
"13076",14313,43,"services","married","secondary","no",-416,"yes","yes","cellular",14,"jul",3,-1,0,"unknown","no"
"13077",39135,39,"blue-collar","married","secondary","no",161,"yes","no","cellular",18,"may",2,-1,0,"unknown","no"
"13078",29503,55,"technician","married","secondary","no",935,"no","no","telephone",3,"feb",0,-1,0,"unknown","no"
"13079",6360,29,"self-employed","married","secondary","no",-76,"yes","no","unknown",27,"may",2,-1,0,"unknown","no"
"13080",12639,51,"services","divorced","secondary","no",1347,"no","yes","unknown",4,"jul",2,-1,0,"unknown","no"
"13081",38179,51,"blue-collar","divorced","secondary","no",113,"no","no","cellular",15,"may",3,-1,0,"unknown","no"
"13082",21216,31,"technician","single","secondary","no",3586,"no","no","cellular",18,"aug",3,-1,0,"unknown","no"
"13083",34901,32,"technician","single","secondary","no",-569,"yes","no","cellular",6,"may",1,-1,0,"unknown","no"
"13084",43422,29,"student","single","tertiary","no",13107,"yes","no","cellular",6,"apr",1,314,2,"failure","yes"
"13085",26444,56,"technician","married","secondary","no",23,"no","no","cellular",20,"nov",3,-1,0,"unknown","yes"
"13086",44697,61,"admin.","divorced","secondary","no",4519,"no","no","cellular",6,"sep",1,391,11,"other","no"
"13087",20776,48,"management","married","tertiary","no",5887,"no","no","cellular",13,"aug",2,-1,0,"unknown","no"
"13088",11639,49,"blue-collar","married","primary","no",226,"yes","no","unknown",19,"jun",5,-1,0,"unknown","no"
"13089",5013,40,"services","divorced","secondary","no",0,"no","no","unknown",21,"may",4,-1,0,"unknown","no"
"13090",8010,40,"blue-collar","married","primary","no",540,"yes","no","unknown",2,"jun",1,-1,0,"unknown","no"
"13091",30728,47,"self-employed","married","tertiary","no",-80,"yes","no","cellular",6,"feb",3,270,2,"failure","no"
"13092",30286,50,"admin.","divorced","secondary","no",223,"no","no","cellular",5,"feb",1,-1,0,"unknown","no"
"13093",33502,45,"technician","single","secondary","no",4,"yes","no","cellular",20,"apr",3,-1,0,"unknown","no"
"13094",24015,49,"management","married","tertiary","no",0,"no","no","cellular",29,"aug",6,-1,0,"unknown","no"
"13095",4829,38,"blue-collar","married","secondary","no",620,"yes","yes","unknown",21,"may",1,-1,0,"unknown","no"
"13096",2829,48,"unemployed","married","secondary","no",3382,"yes","no","unknown",14,"may",1,-1,0,"unknown","no"
"13097",18928,43,"technician","married","tertiary","no",610,"no","no","cellular",4,"aug",1,-1,0,"unknown","no"
"13098",43647,34,"blue-collar","married","secondary","no",1221,"yes","no","cellular",6,"may",1,90,8,"failure","no"
"13099",24517,56,"management","married","tertiary","no",0,"no","no","cellular",17,"nov",1,-1,0,"unknown","no"
"13100",16942,35,"management","single","tertiary","no",48,"yes","yes","cellular",25,"jul",1,-1,0,"unknown","no"
"13101",44403,39,"management","married","tertiary","no",198,"yes","no","cellular",4,"aug",1,1,1,"failure","no"
"13102",37000,43,"admin.","single","tertiary","no",253,"yes","no","cellular",13,"may",5,355,4,"failure","no"
"13103",44101,70,"retired","divorced","secondary","no",4572,"no","no","cellular",8,"jul",11,162,5,"failure","no"
"13104",34642,44,"services","married","secondary","no",-395,"yes","no","cellular",5,"may",1,-1,0,"unknown","yes"
"13105",12839,34,"blue-collar","married","secondary","no",205,"yes","yes","cellular",7,"jul",1,-1,0,"unknown","no"
"13106",28300,28,"services","single","secondary","no",60,"no","yes","cellular",29,"jan",1,-1,0,"unknown","no"
"13107",40968,29,"student","single","secondary","no",314,"no","no","cellular",13,"aug",3,105,1,"success","no"
"13108",10656,39,"services","single","secondary","no",1336,"yes","no","unknown",16,"jun",1,-1,0,"unknown","no"
"13109",31317,65,"housemaid","married","primary","no",715,"no","no","cellular",11,"mar",1,-1,0,"unknown","yes"
"13110",12754,36,"entrepreneur","divorced","tertiary","no",776,"no","yes","cellular",7,"jul",3,-1,0,"unknown","yes"
"13111",44017,45,"management","married","unknown","no",2724,"no","no","cellular",28,"jun",2,182,1,"success","yes"
"13112",18393,51,"technician","married","unknown","no",-168,"no","no","cellular",31,"jul",3,-1,0,"unknown","no"
"13113",18721,28,"blue-collar","single","primary","no",-30,"yes","no","cellular",31,"jul",5,-1,0,"unknown","no"
"13114",2577,51,"technician","married","secondary","no",12061,"yes","no","unknown",13,"may",1,-1,0,"unknown","no"
"13115",10325,36,"housemaid","married","secondary","no",2880,"no","no","unknown",12,"jun",1,-1,0,"unknown","no"
"13116",32185,40,"technician","married","tertiary","no",677,"yes","no","cellular",15,"apr",3,-1,0,"unknown","no"
"13117",11159,58,"retired","divorced","primary","no",97,"no","no","unknown",18,"jun",1,-1,0,"unknown","no"
"13118",21303,32,"management","single","tertiary","no",1117,"no","no","cellular",18,"aug",4,-1,0,"unknown","no"
"13119",39606,25,"student","single","tertiary","no",326,"no","no","cellular",26,"may",1,-1,0,"unknown","yes"
"13120",10401,39,"blue-collar","married","primary","no",1116,"yes","no","unknown",12,"jun",1,-1,0,"unknown","no"
"13121",20137,30,"student","single","tertiary","no",7513,"no","no","cellular",11,"aug",2,-1,0,"unknown","no"
"13122",10061,48,"entrepreneur","married","secondary","no",568,"no","no","unknown",11,"jun",4,-1,0,"unknown","no"
"13123",25861,39,"blue-collar","married","secondary","no",94,"yes","yes","cellular",19,"nov",1,-1,0,"unknown","no"
"13124",7091,35,"blue-collar","married","secondary","no",0,"yes","yes","unknown",29,"may",1,-1,0,"unknown","yes"
"13125",1320,37,"blue-collar","married","secondary","no",105,"yes","no","unknown",8,"may",2,-1,0,"unknown","no"
"13126",4897,33,"blue-collar","married","secondary","no",1624,"yes","yes","unknown",21,"may",2,-1,0,"unknown","no"
"13127",7138,55,"entrepreneur","divorced","tertiary","no",1119,"no","no","unknown",29,"may",1,-1,0,"unknown","no"
"13128",18030,29,"housemaid","married","secondary","no",1082,"no","yes","cellular",30,"jul",4,-1,0,"unknown","no"
"13129",39198,33,"admin.","single","secondary","no",-371,"yes","yes","cellular",18,"may",2,350,4,"other","no"
"13130",18363,52,"management","married","tertiary","no",4358,"no","no","telephone",31,"jul",7,-1,0,"unknown","no"
"13131",35110,34,"technician","married","secondary","no",1254,"no","no","cellular",6,"may",3,-1,0,"unknown","no"
"13132",20703,55,"housemaid","married","primary","no",0,"no","no","cellular",13,"aug",2,-1,0,"unknown","no"
"13133",6761,53,"services","divorced","secondary","no",-905,"yes","no","unknown",28,"may",1,-1,0,"unknown","no"
"13134",26025,56,"technician","single","secondary","no",751,"yes","no","cellular",19,"nov",5,-1,0,"unknown","no"
"13135",20857,30,"technician","single","tertiary","no",635,"no","no","cellular",13,"aug",8,-1,0,"unknown","yes"
"13136",38327,46,"blue-collar","married","primary","no",1085,"yes","yes","cellular",15,"may",2,353,58,"other","yes"
"13137",22602,44,"blue-collar","married","secondary","no",-18,"no","yes","cellular",22,"aug",2,-1,0,"unknown","no"
"13138",816,45,"blue-collar","married","primary","no",97,"yes","no","unknown",7,"may",3,-1,0,"unknown","no"
"13139",44920,37,"blue-collar","married","unknown","no",444,"no","no","cellular",1,"oct",1,94,9,"other","no"
"13140",22834,59,"retired","married","primary","no",255,"no","yes","cellular",25,"aug",6,-1,0,"unknown","no"
"13141",26111,43,"blue-collar","married","secondary","no",254,"yes","no","cellular",19,"nov",3,-1,0,"unknown","yes"
"13142",17950,38,"technician","single","tertiary","no",2350,"no","no","cellular",30,"jul",2,-1,0,"unknown","no"
"13143",37746,33,"blue-collar","single","secondary","no",142,"yes","no","cellular",14,"may",1,360,3,"other","no"
"13144",43697,77,"retired","married","primary","no",3324,"no","no","cellular",13,"may",1,91,5,"success","yes"
"13145",14562,26,"blue-collar","married","secondary","no",155,"no","yes","cellular",15,"jul",3,-1,0,"unknown","no"
"13146",27010,38,"services","married","secondary","no",1,"no","yes","cellular",21,"nov",2,-1,0,"unknown","no"
"13147",18592,52,"housemaid","married","tertiary","no",554,"no","no","cellular",31,"jul",5,-1,0,"unknown","no"
"13148",2677,60,"retired","married","secondary","no",926,"yes","no","unknown",13,"may",2,-1,0,"unknown","no"
"13149",30493,31,"management","married","unknown","no",68,"yes","no","cellular",5,"feb",2,189,27,"other","no"
"13150",19113,49,"technician","single","secondary","no",1377,"no","no","cellular",5,"aug",1,-1,0,"unknown","yes"
"13151",324,32,"technician","divorced","tertiary","no",2558,"no","no","unknown",5,"may",2,-1,0,"unknown","no"
"13152",21483,48,"blue-collar","married","secondary","no",2214,"no","no","cellular",19,"aug",7,-1,0,"unknown","no"
"13153",1701,51,"management","single","tertiary","no",417,"yes","no","unknown",9,"may",1,-1,0,"unknown","no"
"13154",29442,33,"technician","single","secondary","no",863,"yes","no","cellular",3,"feb",1,263,5,"success","no"
"13155",38525,57,"management","married","secondary","no",39,"yes","no","cellular",15,"may",2,-1,0,"unknown","no"
"13156",44091,60,"management","divorced","primary","no",2694,"no","no","telephone",6,"jul",1,-1,0,"unknown","no"
"13157",43148,63,"technician","married","secondary","no",973,"no","no","cellular",25,"feb",1,388,1,"success","yes"
"13158",29117,42,"management","single","tertiary","no",336,"yes","no","cellular",2,"feb",6,195,3,"failure","no"
"13159",15120,50,"blue-collar","married","primary","no",216,"yes","no","cellular",17,"jul",3,-1,0,"unknown","no"
"13160",16451,28,"services","single","secondary","no",-221,"no","yes","cellular",23,"jul",12,-1,0,"unknown","no"
"13161",13838,41,"blue-collar","married","secondary","no",393,"yes","yes","cellular",10,"jul",1,-1,0,"unknown","no"
"13162",23045,46,"blue-collar","married","primary","no",588,"yes","no","cellular",26,"aug",4,-1,0,"unknown","no"
"13163",34682,35,"admin.","married","secondary","no",1286,"yes","no","cellular",5,"may",3,337,1,"other","yes"
"13164",43321,31,"student","single","tertiary","no",64,"no","no","cellular",17,"mar",2,183,3,"failure","no"
"13165",39139,50,"technician","divorced","secondary","no",116,"yes","no","cellular",18,"may",2,321,14,"other","no"
"13166",41216,53,"housemaid","married","primary","no",211,"no","no","cellular",21,"aug",1,-1,0,"unknown","no"
"13167",27377,30,"blue-collar","single","secondary","no",6900,"no","no","cellular",21,"nov",1,-1,0,"unknown","no"
"13168",12491,58,"services","married","primary","no",374,"no","yes","unknown",1,"jul",2,-1,0,"unknown","no"
"13169",42514,57,"management","divorced","unknown","no",2986,"no","no","cellular",17,"dec",2,231,1,"failure","yes"
"13170",3199,57,"management","married","tertiary","no",2440,"yes","no","unknown",15,"may",2,-1,0,"unknown","no"
"13171",19938,44,"management","married","tertiary","no",5581,"no","no","cellular",8,"aug",2,-1,0,"unknown","no"
"13172",43035,46,"management","married","tertiary","no",349,"no","no","cellular",15,"feb",2,616,1,"failure","yes"
"13173",8575,44,"technician","married","secondary","no",8938,"yes","no","unknown",3,"jun",18,-1,0,"unknown","no"
"13174",6799,39,"blue-collar","married","unknown","no",638,"yes","yes","unknown",28,"may",2,-1,0,"unknown","no"
"13175",45152,47,"management","single","tertiary","no",311,"yes","yes","cellular",9,"nov",3,378,2,"failure","no"
"13176",2431,56,"blue-collar","married","primary","no",-166,"yes","no","unknown",13,"may",1,-1,0,"unknown","no"
"13177",34245,67,"retired","married","unknown","no",696,"no","no","telephone",4,"may",2,-1,0,"unknown","no"
"13178",18462,36,"technician","divorced","tertiary","no",1023,"yes","no","cellular",31,"jul",4,-1,0,"unknown","no"
"13179",14897,31,"management","single","tertiary","no",574,"yes","no","cellular",16,"jul",2,-1,0,"unknown","no"
"13180",33263,70,"retired","married","secondary","no",2575,"no","no","telephone",20,"apr",2,-1,0,"unknown","yes"
"13181",5277,37,"blue-collar","single","secondary","no",239,"yes","no","unknown",23,"may",1,-1,0,"unknown","yes"
"13182",36502,50,"self-employed","married","secondary","no",0,"yes","no","telephone",12,"may",2,175,11,"other","no"
"13183",24750,57,"self-employed","married","tertiary","no",894,"yes","no","cellular",18,"nov",1,-1,0,"unknown","no"
"13184",517,44,"admin.","married","unknown","no",40,"no","yes","unknown",6,"may",2,-1,0,"unknown","no"
"13185",34170,24,"student","single","secondary","no",382,"no","no","cellular",30,"apr",2,-1,0,"unknown","yes"
"13186",20760,47,"unemployed","married","secondary","no",432,"no","no","cellular",13,"aug",2,-1,0,"unknown","no"
"13187",3304,30,"blue-collar","married","secondary","no",2,"yes","no","unknown",15,"may",1,-1,0,"unknown","no"
"13188",5627,26,"technician","single","secondary","no",-211,"yes","no","unknown",23,"may",3,-1,0,"unknown","no"
"13189",8075,35,"technician","single","tertiary","no",1104,"yes","yes","unknown",2,"jun",1,-1,0,"unknown","no"
"13190",2793,47,"blue-collar","married","primary","no",4666,"no","no","unknown",14,"may",3,-1,0,"unknown","no"
"13191",41831,34,"student","single","primary","no",103,"no","no","cellular",15,"oct",2,97,2,"success","no"
"13192",13749,44,"management","divorced","tertiary","no",-710,"yes","no","cellular",10,"jul",1,-1,0,"unknown","no"
"13193",12640,29,"admin.","single","secondary","no",2802,"no","yes","unknown",4,"jul",2,-1,0,"unknown","no"
"13194",25926,32,"technician","single","tertiary","no",550,"no","no","cellular",19,"nov",1,-1,0,"unknown","yes"
"13195",1387,37,"admin.","married","primary","no",242,"yes","no","unknown",8,"may",8,-1,0,"unknown","no"
"13196",38209,24,"admin.","married","secondary","no",-94,"yes","no","cellular",15,"may",1,-1,0,"unknown","no"
"13197",8247,38,"blue-collar","married","primary","no",-537,"yes","no","unknown",2,"jun",1,-1,0,"unknown","no"
"13198",10725,45,"housemaid","married","primary","no",938,"no","no","unknown",16,"jun",3,-1,0,"unknown","no"
"13199",24778,34,"management","married","tertiary","no",417,"yes","no","cellular",18,"nov",1,-1,0,"unknown","no"
"13200",18829,36,"management","married","tertiary","no",3007,"yes","no","cellular",4,"aug",1,-1,0,"unknown","no"
"13201",34547,26,"technician","married","secondary","no",18,"yes","yes","cellular",5,"may",1,-1,0,"unknown","no"
"13202",36605,50,"unemployed","married","primary","no",289,"yes","no","cellular",12,"may",5,-1,0,"unknown","no"
"13203",21801,43,"self-employed","married","tertiary","no",488,"no","no","cellular",20,"aug",12,-1,0,"unknown","no"
"13204",35122,35,"technician","single","tertiary","no",275,"yes","no","cellular",6,"may",3,254,5,"failure","no"
"13205",20652,47,"blue-collar","married","primary","no",570,"no","no","cellular",12,"aug",3,-1,0,"unknown","no"
"13206",11850,47,"self-employed","married","secondary","no",1121,"no","no","unknown",20,"jun",6,-1,0,"unknown","no"
"13207",43286,36,"management","married","tertiary","no",495,"no","no","cellular",12,"mar",3,182,6,"success","yes"
"13208",22241,33,"management","married","tertiary","no",137,"yes","yes","cellular",21,"aug",2,-1,0,"unknown","no"
"13209",40162,42,"unemployed","single","primary","no",8037,"no","no","cellular",5,"jun",2,-1,0,"unknown","no"
"13210",25324,34,"management","single","tertiary","no",3244,"no","no","cellular",18,"nov",2,-1,0,"unknown","no"
"13211",37688,35,"blue-collar","single","secondary","no",4963,"yes","no","cellular",14,"may",1,300,1,"failure","yes"
"13212",7527,33,"services","married","secondary","no",1785,"yes","no","unknown",30,"may",12,-1,0,"unknown","no"
"13213",22947,53,"blue-collar","married","primary","no",18,"no","no","cellular",26,"aug",4,-1,0,"unknown","no"
"13214",6086,39,"technician","married","secondary","no",7137,"yes","no","unknown",27,"may",7,-1,0,"unknown","no"
"13215",24333,34,"student","single","unknown","no",5827,"no","no","cellular",17,"nov",2,-1,0,"unknown","no"
"13216",11839,29,"blue-collar","single","secondary","no",908,"yes","no","unknown",20,"jun",1,-1,0,"unknown","yes"
"13217",8055,39,"blue-collar","married","primary","no",1802,"yes","no","unknown",2,"jun",1,-1,0,"unknown","no"
"13218",6483,30,"management","married","tertiary","no",-27,"yes","no","unknown",27,"may",2,-1,0,"unknown","no"
"13219",15958,33,"technician","single","tertiary","no",1257,"yes","no","cellular",22,"jul",1,-1,0,"unknown","no"
"13220",31459,33,"services","married","secondary","no",260,"yes","no","cellular",31,"mar",1,-1,0,"unknown","no"
"13221",1085,34,"blue-collar","married","secondary","no",615,"yes","no","unknown",7,"may",2,-1,0,"unknown","no"
"13222",31942,37,"management","divorced","tertiary","no",443,"yes","no","cellular",9,"apr",3,-1,0,"unknown","no"
"13223",39335,33,"technician","single","secondary","no",-363,"yes","no","cellular",18,"may",2,-1,0,"unknown","no"
"13224",14802,36,"management","married","tertiary","no",64,"no","no","cellular",16,"jul",1,-1,0,"unknown","no"
"13225",14455,52,"admin.","married","primary","no",0,"yes","no","cellular",14,"jul",3,-1,0,"unknown","no"
"13226",32543,47,"blue-collar","married","secondary","no",1536,"yes","no","cellular",17,"apr",1,301,4,"other","no"
"13227",40786,68,"unknown","married","unknown","no",4092,"no","no","telephone",11,"aug",1,-1,0,"unknown","no"
"13228",26034,54,"management","married","tertiary","no",17008,"no","no","cellular",19,"nov",2,-1,0,"unknown","no"
"13229",40599,28,"management","single","tertiary","no",5549,"no","no","cellular",28,"jul",6,-1,0,"unknown","no"
"13230",35867,56,"services","married","unknown","no",-516,"yes","no","cellular",8,"may",1,364,2,"failure","no"
"13231",35012,42,"technician","single","secondary","no",568,"yes","no","cellular",6,"may",2,341,2,"failure","no"
"13232",36888,41,"blue-collar","married","primary","no",5560,"yes","no","cellular",12,"may",2,335,3,"failure","no"
"13233",23526,40,"management","married","tertiary","no",1666,"yes","no","cellular",28,"aug",4,-1,0,"unknown","no"
"13234",38463,60,"retired","divorced","secondary","no",4974,"yes","no","cellular",15,"may",4,-1,0,"unknown","no"
"13235",21237,48,"housemaid","married","secondary","no",4,"no","no","cellular",18,"aug",4,-1,0,"unknown","no"
"13236",24908,35,"technician","single","secondary","no",7530,"no","no","cellular",18,"nov",1,-1,0,"unknown","no"
"13237",28110,47,"admin.","divorced","secondary","no",95,"yes","yes","telephone",28,"jan",3,-1,0,"unknown","no"
"13238",2939,49,"management","married","tertiary","no",20718,"yes","no","unknown",14,"may",1,-1,0,"unknown","no"
"13239",1397,39,"services","single","secondary","no",-244,"yes","no","unknown",8,"may",2,-1,0,"unknown","no"
"13240",36789,30,"blue-collar","single","secondary","no",0,"yes","no","cellular",12,"may",1,349,4,"failure","no"
"13241",21657,30,"technician","married","secondary","no",-189,"no","no","cellular",19,"aug",2,-1,0,"unknown","no"
"13242",10375,41,"blue-collar","divorced","primary","no",1887,"no","no","unknown",12,"jun",2,-1,0,"unknown","no"
"13243",26915,40,"services","married","secondary","no",87,"yes","yes","cellular",21,"nov",2,113,4,"failure","no"
"13244",16759,29,"blue-collar","single","secondary","no",223,"no","no","cellular",24,"jul",1,-1,0,"unknown","no"
"13245",44319,26,"technician","married","secondary","no",267,"yes","no","cellular",28,"jul",2,-1,0,"unknown","yes"
"13246",37051,42,"unemployed","married","primary","yes",-581,"yes","no","cellular",13,"may",1,370,2,"failure","no"
"13247",36280,53,"blue-collar","married","secondary","no",-102,"yes","no","cellular",11,"may",2,-1,0,"unknown","no"
"13248",29895,52,"self-employed","married","secondary","no",371,"yes","no","telephone",4,"feb",1,208,1,"other","no"
"13249",10906,35,"admin.","married","secondary","yes",76,"no","yes","unknown",17,"jun",1,-1,0,"unknown","no"
"13250",41907,65,"retired","married","secondary","no",571,"yes","no","cellular",20,"oct",1,183,2,"success","yes"
"13251",20477,47,"services","married","primary","no",586,"no","no","cellular",12,"aug",2,-1,0,"unknown","no"
"13252",2686,53,"retired","divorced","tertiary","no",599,"yes","no","unknown",13,"may",3,-1,0,"unknown","no"
"13253",40188,48,"self-employed","married","tertiary","no",1510,"no","no","telephone",5,"jun",2,-1,0,"unknown","no"
"13254",20701,43,"management","married","tertiary","no",1293,"yes","no","cellular",13,"aug",2,-1,0,"unknown","no"
"13255",30571,54,"self-employed","married","tertiary","no",542,"no","no","telephone",6,"feb",5,-1,0,"unknown","no"
"13256",27298,59,"management","married","secondary","no",42,"no","no","cellular",21,"nov",1,-1,0,"unknown","no"
"13257",25274,40,"admin.","single","secondary","no",2854,"yes","no","cellular",18,"nov",2,169,1,"failure","no"
"13258",6901,27,"management","single","tertiary","no",1995,"yes","no","unknown",28,"may",2,-1,0,"unknown","no"
"13259",42134,36,"self-employed","married","tertiary","no",506,"no","no","cellular",3,"nov",1,70,2,"failure","yes"
"13260",6030,34,"blue-collar","married","primary","no",60,"yes","no","unknown",26,"may",10,-1,0,"unknown","no"
"13261",20274,31,"management","divorced","tertiary","no",416,"no","no","cellular",11,"aug",2,-1,0,"unknown","no"
"13262",37246,25,"technician","single","tertiary","no",1954,"yes","yes","cellular",13,"may",1,351,1,"failure","no"
"13263",33283,59,"services","married","primary","no",196,"yes","no","telephone",20,"apr",1,-1,0,"unknown","no"
"13264",29961,34,"technician","married","secondary","no",272,"yes","no","cellular",4,"feb",1,201,2,"failure","no"
"13265",22723,49,"management","divorced","tertiary","no",112,"no","no","cellular",25,"aug",10,-1,0,"unknown","no"
"13266",21274,34,"management","married","tertiary","no",176,"no","no","cellular",18,"aug",4,-1,0,"unknown","no"
"13267",26144,54,"admin.","divorced","secondary","no",459,"no","yes","telephone",20,"nov",3,-1,0,"unknown","no"
"13268",24194,35,"technician","married","secondary","no",1577,"yes","yes","cellular",17,"nov",1,-1,0,"unknown","no"
"13269",5312,22,"blue-collar","single","secondary","no",0,"yes","no","unknown",23,"may",2,-1,0,"unknown","no"
"13270",2734,57,"technician","divorced","secondary","no",0,"yes","no","unknown",14,"may",2,-1,0,"unknown","no"
"13271",10181,40,"blue-collar","married","secondary","no",11084,"no","no","unknown",11,"jun",1,-1,0,"unknown","no"
"13272",37760,31,"technician","single","secondary","no",7567,"no","no","cellular",14,"may",1,276,2,"failure","no"
"13273",22959,34,"management","single","tertiary","no",250,"no","no","cellular",26,"aug",2,-1,0,"unknown","no"
"13274",5818,51,"blue-collar","married","primary","no",21,"no","no","unknown",26,"may",1,-1,0,"unknown","no"
"13275",38719,33,"technician","single","secondary","no",930,"yes","no","cellular",15,"may",5,359,1,"failure","no"
"13276",13739,35,"admin.","married","secondary","no",725,"yes","no","cellular",10,"jul",1,-1,0,"unknown","no"
"13277",4456,31,"blue-collar","married","secondary","no",2,"yes","no","unknown",20,"may",2,-1,0,"unknown","yes"
